epoch,train,val
1,0.41624465269538113,0.3165443785106525
2,0.3009601734960689,0.3011206759092136
3,0.3007093630731106,0.29073928850583525
4,0.2971652042216217,0.29413776051921725
5,0.2959068530263046,0.29160148019974064
6,0.283841367237843,0.27110642949358
7,0.27205164950245453,0.2569498837185212
8,0.26119993512447076,0.2606849057170059
9,0.25337840654911137,0.25404350641064155
10,0.25825330605491603,0.2535489254081861
11,0.2501398920057677,0.25601443906243027
12,0.25345631192127877,0.2533036863956695
13,0.25560765245404,0.24598336678284877
14,0.2520787932742864,0.2510422847400872
15,0.2539797234229552,0.2547564487426707
16,0.2485386738792444,0.2516369585616466
17,0.24770236731721806,0.25100617932203484
18,0.24935070644968602,0.24735161690757818
19,0.246939199952743,0.2474727790134075
20,0.2502670826820228,0.24836003350523794
21,0.24644140326059777,0.24839366724093762
22,0.24771764759834006,0.24479794979859607
23,0.2486280953654876,0.24760547280311584
24,0.2496631196103034,0.24402306964382148
25,0.24618796937358692,0.2496723415186772
26,0.2439692114981321,0.24357452157598278
27,0.24423772163498103,0.2458651782228396
28,0.24357593604005304,0.24487309310680783
29,0.24626221354955286,0.24571573906219907
30,0.24603565037250522,0.23952114582061762
31,0.2465876450714393,0.2461372465850451
32,0.24825292663314386,0.2426771000027656
33,0.24296682547682352,0.24800956459381637
34,0.24312878505159646,0.2475245245374167
35,0.24488513286297145,0.24350507108446884
36,0.24832425400232663,0.24279704890572104
37,0.24513305026369214,0.24208677856203836
38,0.2438479022910962,0.2472753734924855
39,0.24618793317140691,0.24004057594216785
40,0.24618673553833603,0.24027435204539552
41,0.2440264713114653,0.24357627972196302
42,0.24182112600940922,0.2488646407922109
43,0.24174807927547365,0.24411576948104768
44,0.24457874263708398,0.23850288442694234
45,0.241316361591602,0.24178843133342562
46,0.2444372392044617,0.24076655975137012
47,0.24226852735647797,0.24654633838396794
48,0.24241666495800032,0.2418052575145014
49,0.24371115605418503,0.2472577683436564
50,0.24520084940088108,0.23922300338745114
51,0.24724837736441538,0.24756753893616884
52,0.23797105119014403,0.2426432855427266
53,0.24548578577545976,0.24531844430244887
54,0.24185595814234168,0.24588838668587873
55,0.24464463929717364,0.24414571699423684
56,0.2398318383747186,0.24135620385790474
57,0.24241806499851057,0.23927792085286897
58,0.23919242362563442,0.24339592151152775
59,0.2471950315894224,0.2421665276663425
60,0.24311477633622974,0.24105629745202165
61,0.2437981153145816,0.2413831701836524
62,0.2437346710417515,0.23594159117111807
63,0.2435245506274394,0.24247714523703637
64,0.24320686236023908,0.24480652809143058
65,0.24672427066625688,0.24376193348031788
66,0.2440886416305334,0.24314307985015404
67,0.2382039780227038,0.24051986501002923
68,0.2409063808811016,0.24483326039253148
69,0.24548494070768367,0.24232228644765355
70,0.24627574284871417,0.2443538737029601
71,0.24355142592237541,0.24814338246599213
72,0.24280809553769928,0.23978291165370208
73,0.23812411104639358,0.24515173335870102
74,0.24518820500144592,0.2472784483853059
75,0.24130592151330074,0.23953254520893097
76,0.24569360577525226,0.24184541031718249
77,0.2438422896159001,0.24332354408808243
78,0.23895020372210402,0.23998528040754505
79,0.24439248165641084,0.23789064672130797
80,0.24691399091329339,0.24158792417400915
81,0.24518948869827456,0.24716924961942896
82,0.24290652143267477,0.2491556636224954
83,0.24115500379449287,0.24315512333160788
84,0.24268269701263845,0.2433633947601684
85,0.24634621664881703,0.24426443960804214
86,0.23707448089352015,0.2462252441507119
87,0.24513857181255627,0.24051079230430802
88,0.239993045727412,0.242791759280058
89,0.24084127799440652,0.24207195066488688
90,0.2410548298786847,0.24309777372922653
91,0.23702179143826158,0.24149457852427791
92,0.24577955748790353,0.24219328079086078
93,0.2446271217404269,0.23879611606781295
94,0.24566645948932728,0.2426910662116148
95,0.24468988734178057,0.24348652496551865
96,0.2411810210308967,0.24707197388395294
97,0.24099803343415255,0.24245889819203292
98,0.24444552472768694,0.23935433658651817
99,0.2387867935766013,0.23908402952246177
100,0.23977362202146116,0.24338554409451987
