epoch,train,val
1,0.4645343986650308,0.5373232359687486
2,0.5395102292299271,0.4093090417484443
3,0.46351558094223344,0.3881802360216776
4,0.3163140818476677,0.6108248169223467
5,0.3506014168262482,0.47037223329146705
6,0.4260161697864532,0.28724439367651944
7,0.34510986134409904,0.2525573062400023
8,0.4069962074359258,0.38036070515712106
9,0.3642350807785988,0.42128094807267197
10,0.43268688097596164,0.3329255657891433
11,0.3676018563409646,0.2101579815149307
12,0.3011885647972425,0.3137745849788189
13,0.38981299251317975,0.1991502987841765
14,0.36352160622676216,0.3780061523119609
15,0.3325303050378959,0.17364967664082845
16,0.21420537879069645,0.33069025749961534
17,0.32990377321839337,0.3856820965806644
18,0.37443509350220366,0.27571842695275944
19,0.3251718503733476,0.23572361518939336
20,0.2516090330978234,0.15659458339214327
21,0.31083383286992705,0.2756471594174703
22,0.26627583503723146,0.33109661415219305
23,0.3218551081915697,0.2764005628724893
24,0.20396184350053465,0.2824912895758947
25,0.1965875195960204,0.48193972607453667
26,0.23685110484560332,0.3524852268397808
27,0.18445243115226428,0.2143996121982733
28,0.24429864411552749,0.23736492718259494
29,0.3411121567090353,0.2807832064727942
30,0.3667979881167412,0.1749264756838481
31,0.39259719600280124,0.1562032500902812
32,0.30628588845332466,0.157885438700517
33,0.2988570449252923,0.25205061013499896
34,0.18622266078988708,0.180018966148297
35,0.24076464449365934,0.35390304476022727
36,0.3603556846578916,0.24633844196796417
37,0.3741853408515452,0.1668859432140986
38,0.22695244749387106,0.35171301265557614
39,0.2866999586423239,0.3030383678774039
40,0.3543614260852337,0.34165395001570387
41,0.11155916427572568,0.1686843400200208
42,0.20613182758291565,0.37472784270842874
43,0.19300542374451957,0.13994241679708164
44,0.21936356723308562,0.3581363547593355
45,0.20171310702959697,0.2722434028983116
46,0.3962692605952422,0.1511348473529021
47,0.24494024726251762,0.29985089947779975
48,0.23039278561870255,0.342161725461483
49,0.25884225045641257,0.2820299242933591
50,0.1999269222219785,0.32645736237366996
51,0.17557906607786813,0.29553928871949514
52,0.320867294818163,0.16422425483663877
53,0.31918292976915835,0.24972531013190746
54,0.24185875157515208,0.20427114466826127
55,0.2541081850727399,0.2622477710247039
56,0.1326676515241464,0.10554319135844707
57,0.23211234969397387,0.2585414825628201
58,0.3775519855320454,0.2806140956779321
59,0.2752666721741358,0.1734543020526568
60,0.2104648647209008,0.361498428384463
61,0.23867001160979268,0.21826108569900196
62,0.27340019345283506,0.09908533530930679
63,0.2889488560458024,0.28240159576137863
64,0.22553085684776303,0.16108598038554192
65,0.2467343758791685,0.22178437920908137
66,0.19669692926108837,0.17259041493137678
67,0.2289230256030957,0.1616273388266563
68,0.2884592502067486,0.1934125269452731
69,0.17044126242399216,0.13623067910472555
70,0.24439873782296978,0.2600988035400708
71,0.2285011293987433,0.17450303547084328
72,0.16327663026750086,0.1831982559214036
73,0.29441089034080503,0.17506567550202212
74,0.25931667586167656,0.223715507859985
75,0.2718696842590968,0.20119054168462755
76,0.23039614831407867,0.32428574413061145
77,0.27542763377229373,0.2547495904068152
78,0.2736626514544089,0.32535633829732735
79,0.24030105359852313,0.21814537197351455
80,0.12025690091152985,0.26369428560137753
81,0.23401865636308988,0.15083946809172633
82,0.2951808789124092,0.34664738463858763
83,0.38890160471200946,0.2707728255540133
84,0.1894942139585813,0.2125043498973052
85,0.29212818033993243,0.30651415437459945
86,0.1322791377703349,0.2118453751007716
87,0.2867145370692014,0.1305870639781157
88,0.18941421620547771,0.12040706401069959
89,0.26607485276957354,0.23047539542118708
90,0.20569683710734052,0.10308276787400245
91,0.15106869364778197,0.30093442897001904
92,0.16125405790905165,0.3049972094595432
93,0.20568391246100265,0.1800842742125193
94,0.14076366784671943,0.22214832231402398
95,0.19231362864375112,0.23575447835028168
96,0.29747822210192687,0.18562541926900544
97,0.2294872224330902,0.112483020996054
98,0.22116600374380746,0.2608516924083233
99,0.2682289853692055,0.3508887807528178
100,0.21331449101368588,0.18409390859305855
